currentTime,Guru,lista
1357267528,250,250;250;250
1357354297,250,250;250;250;250
1357440916,250,250
1357454038,250,250
1357698202,250,250
1357786559,250,250;250
1357872841,250,250;250;250
1357955716,250,250;250;250;250
1358045926,250,250;250;250
1358132349,250,250;250;250
1358218235,250,250;250;250;250;500
1358304754,250,250;250;250;250;250
1358391190,250,250;250;250;250
1358477027,250,250;250;250;250
1358560749,250,250
1358650450,250,250
1358737084,0,NULL
1358819857,250,250;250
1358909449,250,250;250;250;250
1358996298,250,250;250;250;250;500
1359082291,250,250;250;250;500
1359168774,250,250;250;250;500
1359253565,250,250;250
1359335456,250,250;250
1359428044,250,250;250
1359514667,250,250;250;250
1359600076,250,250;250
1359684896,250,250
1359773276,500,500
1359859782,500,500
1359946416,500,500
1360030468,375,250;500
1360118384,250,250;250
1360203412,250,250;250;250;250
1360292326,250,250;250;250
1360378669,1000,1000
1360464955,1000,1000
1360551490,250,250;250;1000
1360636949,1000,1000
1360723953,1000,1000
1360809621,250,250;250
1360896474,250,250;250;250
1360981122,250,250;250;250
1361058896,250,250;250
1361156387,0,NULL
1361239728,250,250
1361328713,250,250
1361415041,250,250;250;250
1361500726,250,250;250;250;1000
1361583720,375,250;250;500;1000
1361674573,375,250;250;500;1000
1361760697,375,250;500
1361847209,250,250;250;250;250
1361933875,250,250;250;250;250
1362019533,250,250;250;250
1362092043,250,250;250
