currentTime,Guru,lista
1357267528,250,250;250
1357354297,250,250;250
1357440916,1000,250;1000;2500
1357454038,1000,250;1000;2500
1357698202,750,250;500;1000;2500
1357786559,500,250;250;500;1000;2500
1357872841,250,250;250;250;500;2500
1357955716,625,250;250;1000;2500
1358045926,1000,250;1000;5000
1358132349,1000,250;1000;5000
1358218235,12625,250;25000
1358304754,625,250;250;1000;25000
1358391190,1000,250;250;1000;25000;25000
1358477027,625,250;250;250;1000;2500;25000
1358560749,1375,250;2500
1358650450,2500,2500
1358737084,1000,1000
1358819857,625,250;1000
1358909449,625,250;1000
1358996298,250,250
1359082291,0,NULL
1359168774,0,NULL
1359253565,625,250;1000
1359335456,250,250;250;1000
1359428044,250,250;250;250;1000;1000
1359514667,250,250;250;250;250;250;1000
1359600076,250,250;250;250;1000
1359684896,250,250;250
1359773276,0,NULL
1359859782,500,500
1359946416,500,500
1360030468,375,250;500
1360118384,250,250
1360203412,250,250
1360292326,0,NULL
1360378669,250,250
1360464955,250,250;250
1360551490,250,250;250
1360636949,375,250;250;500;1000
1360723953,1000,250;500;1000;2500;5000
1360809621,750,500;500;500;1000;2500;5000
1360896474,1000,500;500;1000;2500;5000
1360981122,750,500;500;1000;2500
1361058896,1000,1000
1361156387,1000,1000
1361239728,1000,1000
1361328713,1000,1000
1361415041,5000,5000
1361500726,3000,1000;5000
1361583720,1000,500;1000;5000
1361674573,1000,500;500;1000;1000;5000
1361760697,750,500;500;500;1000;1000;5000
1361847209,500,250;250;500;500;1000;5000
1361933875,375,250;250;250;500;1000;1000
1362019533,375,250;250;500;1000
1362092043,250,250;250;500
