currentTime,Guru,lista
1357267528,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;5000;5000;10000
1357354297,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;2500;2500;2500;5000;5000;10000;25000
1357440916,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500;2500;5000;10000;25000
1357454038,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500;25000
1357698202,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;2500;2500;2500;2500;5000;10000
1357786559,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;5000;10000
1357872841,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;2500;2500;2500;10000
1357955716,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;5000;5000;10000;10000
1358045926,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000;10000;10000
1358132349,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000;5000;10000;10000
1358218235,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;5000
1358304754,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;5000;5000
1358391190,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;2500;5000
1358477027,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;5000;5000;25000
1358560749,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;1000;1000;2500;2500;5000;25000
1358650450,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;5000
1358737084,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500;2500
1358819857,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500;2500
1358909449,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;1000;2500
1358996298,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;5000;5000;5000;5000;5000
1359082291,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;5000;5000;5000;5000;5000;5000
1359168774,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;2500;2500;5000;5000;5000;5000
1359253565,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;2500;2500;5000
1359335456,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;2500;2500;5000
1359428044,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;2500;2500;5000
1359514667,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2500;2500;5000
1359600076,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;2500;2500;2500;2500;5000
1359684896,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;5000
1359773276,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;2500;5000
1359859782,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;2500
1359946416,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500
1360030468,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;2500
1360118384,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;2500;5000
1360203412,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;2500;2500;2500;2500;2500;5000
1360292326,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;2500;2500
1360378669,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500;2500;2500;2500
1360464955,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500;2500;2500
1360551490,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;1000;1000;1000;1000;1000;1000;2500;2500
1360636949,250,250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;500;500;500;500;500;500;1000;1000;1000;1000;2500;2500
