timestamp,Guru
1357264800,166
1357351200,224
1357437600,214
1357437600,160
1357696800,217
1357783200,212
1357869600,217
1357869600,207
1358042400,209
1358128800,226
1358215200,253
1358301600,223
1358388000,226
1358474400,210
1358474400,221
1358647200,196
1358733600,211
1358733600,218
1358906400,239
1358992800,237
1359079200,226
1359165600,213
1359252000,190
1359252000,205
1359424800,246
1359511200,243
1359597600,236
1359684000,229
1359770400,237
1359856800,225
1359943200,218
1360029600,237
1360116000,226
1360202400,220
1360288800,221
1360375200,213
1360461600,207
1360548000,258
1360634400,240
1360720800,263
1360807200,238
1360893600,229
1360980000,221
1360980000,192
1361070000,213
1361156400,238
1361242800,247
1361329200,219
1361415600,232
1361502000,217
1361588400,194
1361674800,198
1361761200,236
1361847600,232
1361934000,217
1362020400,187
