timestamp,Guru
1357264800,0
1357351200,2
1357437600,4
1357437600,3
1357696800,3
1357783200,3
1357869600,2
1357869600,2
1358042400,2
1358128800,1
1358215200,3
1358301600,2
1358388000,1
1358474400,0
1358474400,1
1358647200,2
1358733600,3
1358733600,2
1358906400,1
1358992800,2
1359079200,4
1359165600,4
1359252000,3
1359252000,1
1359424800,2
1359511200,0
1359597600,2
1359684000,3
1359770400,3
1359856800,1
1359943200,0
1360029600,1
1360116000,2
1360202400,2
1360288800,1
1360375200,0
1360461600,0
1360548000,0
1360634400,0
1360720800,1
1360807200,2
1360893600,3
1360980000,2
1360980000,2
1361070000,2
1361156400,2
1361242800,1
1361329200,1
1361415600,0
1361502000,1
1361588400,2
1361674800,2
1361761200,2
1361847600,2
1361934000,2
1362020400,2
