timestamp,Guru
1357264800,14
1357351200,15
1357437600,17
1357437600,8
1357696800,22
1357783200,23
1357869600,15
1357869600,17
1358042400,14
1358128800,15
1358215200,13
1358301600,15
1358388000,18
1358474400,18
1358474400,18
1358647200,14
1358733600,9
1358733600,12
1358906400,13
1358992800,8
1359079200,12
1359165600,13
1359252000,15
1359252000,11
1359424800,15
1359511200,13
1359597600,12
1359684000,15
1359770400,16
1359856800,20
1359943200,16
1360029600,16
1360116000,17
1360202400,15
1360288800,13
1360375200,14
1360461600,13
1360548000,16
1360634400,14
1360720800,14
1360807200,14
1360893600,14
1360980000,10
1360980000,11
1361070000,9
1361156400,13
1361242800,15
1361329200,10
1361415600,18
1361502000,14
1361588400,16
1361674800,11
1361761200,11
1361847600,10
1361934000,10
1362020400,9
