timestamp,Guru
1357264800,38
1357351200,55
1357437600,59
1357437600,44
1357696800,69
1357783200,52
1357869600,56
1357869600,51
1358042400,47
1358128800,53
1358215200,59
1358301600,52
1358388000,48
1358474400,49
1358474400,41
1358647200,31
1358733600,42
1358733600,40
1358906400,52
1358992800,50
1359079200,52
1359165600,53
1359252000,48
1359252000,41
1359424800,45
1359511200,54
1359597600,43
1359684000,44
1359770400,36
1359856800,39
1359943200,49
1360029600,60
1360116000,66
1360202400,60
1360288800,59
1360375200,47
1360461600,36
1360548000,46
1360634400,49
1360720800,57
1360807200,50
1360893600,45
1360980000,59
1360980000,46
1361070000,45
1361156400,53
1361242800,67
1361329200,65
1361415600,67
1361502000,53
1361588400,48
1361674800,46
1361761200,54
1361847600,56
1361934000,60
1362020400,56
