timeStamp,Elance
1351133492,31
1351219877,105
1351306262,93
1351392645,64
1351479130,66
1351565448,99
1351651822,98
1351738240,121
1351824659,128
1351911048,74
1351997395,57
1352083785,48
1352170285,92
1352256576,93
1352343088,85
1352429978,70
1352515839,65
1352602792,64
1352688553,65
1352774964,82
1352861433,80
1352948355,79
1353034754,98
1353120591,80
1353207541,51
1353293404,61
1353380371,71
1353466760,82
1353552555,74
1353639599,66
1353725390,57
1353812337,58
1353898784,59
1353985110,90
1354071599,93
1354157922,101
1354244374,89
1354330781,75
1354417193,64
1354503567,64
1354589905,83
1354676333,86
1354762683,104
1354849120,88
1354935517,74
1355021861,55
1355108265,65
1355194699,98
1355281098,101
1355367548,72
1355453949,79
1355540298,75
1355626709,56
1355713086,69
1355799444,71
1355885974,73
1355972319,70
1356058744,83
1356145073,63
1356231442,43
1356317864,56
1356404236,50
1356490661,44
1356577048,65
1356663474,72
1356749834,53
1356836276,53
1356922643,48
1357008994,59
1357095413,44
1357181860,80
1357268287,91
1357354597,62
1357440981,44
1357527594,58
1357565766,26
1357872999,20
1357959397,65
1358045733,50
1358132256,64
1358218552,106
1358304989,100
1358391454,74
1358477840,89
1358564155,86
1358650585,64
1358736964,47
1358823335,94
1358909781,95
1358996104,101
1359082521,89
1359168958,80
1359255316,42
1359341782,56
1359428220,93
1359514560,107
1359600963,117
1359687347,107
1359773771,100
1359860195,54
1359946477,73
1360032959,99
1360119288,115
1360205730,99
1360292194,106
1360378504,98
1360464885,64
1360551281,69
1360637678,98
1360724175,102
1360810583,110
1360896896,78
1360983338,79
1361069703,61
1361156033,65
1361242518,99
1361328832,100
1361415295,104
1361501700,107
1361588189,112
1361674429,110
1361760928,150
1361847303,159
1361933625,167
1362020018,136
1362095789,88
