timeStamp,Elance
1351133492,169
1351219877,418
1351306262,395
1351392645,244
1351479130,270
1351565448,433
1351651822,411
1351738240,374
1351824659,395
1351911048,371
1351997395,260
1352083785,268
1352170285,427
1352256576,455
1352343088,460
1352429978,453
1352515839,393
1352602792,293
1352688553,285
1352774964,420
1352861433,460
1352948355,431
1353034754,414
1353120591,358
1353207541,271
1353293404,276
1353380371,472
1353466760,471
1353552555,376
1353639599,307
1353725390,285
1353812337,238
1353898784,311
1353985110,468
1354071599,449
1354157922,448
1354244374,477
1354330781,405
1354417193,291
1354503567,311
1354589905,448
1354676333,464
1354762683,459
1354849120,466
1354935517,408
1355021861,262
1355108265,284
1355194699,444
1355281098,475
1355367548,399
1355453949,406
1355540298,359
1355626709,263
1355713086,247
1355799444,435
1355885974,444
1355972319,466
1356058744,399
1356145073,311
1356231442,229
1356317864,210
1356404236,262
1356490661,206
1356577048,267
1356663474,330
1356749834,347
1356836276,275
1356922643,249
1357008994,264
1357095413,260
1357181860,427
1357268287,429
1357354597,399
1357440981,318
1357527594,277
1357565766,176
1357872999,121
1357959397,416
1358045733,311
1358132256,309
1358218552,468
1358304989,488
1358391454,486
1358477840,505
1358564155,445
1358650585,308
1358736964,306
1358823335,475
1358909781,523
1358996104,511
1359082521,506
1359168958,424
1359255316,293
1359341782,353
1359428220,498
1359514560,528
1359600963,479
1359687347,483
1359773771,434
1359860195,318
1359946477,383
1360032959,544
1360119288,542
1360205730,517
1360292194,503
1360378504,453
1360464885,302
1360551281,364
1360637678,501
1360724175,533
1360810583,505
1360896896,475
1360983338,438
1361069703,320
1361156033,349
1361242518,547
1361328832,498
1361415295,534
1361501700,593
1361588189,462
1361674429,308
1361760928,331
1361847303,516
1361933625,527
1362020018,524
1362095789,448
