timeStamp,Guru
1357267528,2
1357354297,2
1357440916,1
1357454038,0
1357698202,6
1357786559,7
1357872841,9
1357955716,5
1358045926,4
1358132349,3
1358218235,3
1358304754,4
1358391190,8
1358477027,7
1358560749,5
1358650450,7
1358737084,5
1358819857,5
1358909449,8
1358996298,7
1359082291,9
1359168774,9
1359253565,7
1359335456,7
1359428044,5
1359514667,3
1359600076,5
1359684896,6
1359773276,8
1359859782,6
1359946416,6
1360030468,7
1360118384,9
1360203412,9
1360292326,6
1360378669,6
1360464955,5
1360551490,6
1360636949,7
1360723953,8
1360809621,5
1360896474,7
1360981122,8
1361058896,6
1361156387,7
1361239728,9
1361328713,12
1361415041,8
1361500726,7
1361583720,9
1361674573,9
1361760697,11
1361847209,15
1361933875,16
1362019533,9
1362092043,7
