timeStamp,Guru
1357267528,2
1357354297,2
1357440916,3
1357454038,3
1357698202,4
1357786559,5
1357872841,5
1357955716,4
1358045926,3
1358132349,3
1358218235,2
1358304754,4
1358391190,5
1358477027,6
1358560749,2
1358650450,1
1358737084,1
1358819857,2
1358909449,2
1358996298,1
1359082291,0
1359168774,0
1359253565,2
1359335456,3
1359428044,5
1359514667,6
1359600076,4
1359684896,2
1359773276,0
1359859782,1
1359946416,1
1360030468,2
1360118384,1
1360203412,1
1360292326,0
1360378669,1
1360464955,2
1360551490,2
1360636949,4
1360723953,5
1360809621,6
1360896474,5
1360981122,4
1361058896,1
1361156387,1
1361239728,1
1361328713,1
1361415041,1
1361500726,2
1361583720,3
1361674573,5
1361760697,6
1361847209,6
1361933875,6
1362019533,4
1362092043,3
