timeStamp,Guru
1357267528,0
1357354297,2
1357440916,4
1357454038,3
1357698202,3
1357786559,3
1357872841,2
1357955716,2
1358045926,2
1358132349,1
1358218235,3
1358304754,2
1358391190,1
1358477027,0
1358560749,1
1358650450,2
1358737084,3
1358819857,2
1358909449,1
1358996298,2
1359082291,4
1359168774,4
1359253565,3
1359335456,1
1359428044,2
1359514667,0
1359600076,2
1359684896,3
1359773276,3
1359859782,1
1359946416,0
1360030468,1
1360118384,2
1360203412,2
1360292326,1
1360378669,0
1360464955,0
1360551490,0
1360636949,0
1360723953,1
1360809621,2
1360896474,3
1360981122,2
1361058896,2
1361156387,2
1361239728,2
1361328713,1
1361415041,1
1361500726,0
1361583720,1
1361674573,2
1361760697,2
1361847209,2
1361933875,2
1362019533,2
1362092043,2
