timestamp,Guru
1357178400,19096
1357264800,19096
1357351200,19113
1357437600,19131
1357524000,19131
1357610400,19149
1357696800,19149
1357783200,19156
1357869600,19167
1357956000,19174
1358042400,19174
1358128800,19180
1358215200,19194
1358301600,19194
1358388000,19226
1358474400,19230
1358560800,19230
1358647200,19254
1358733600,19254
1358820000,19254
1358906400,19254
1358992800,19278
1359079200,19296
1359165600,19296
1359252000,19307
1359338400,19319
1359424800,19319
1359511200,19337
1359597600,19346
1359684000,19346
1359770400,19355
1359856800,19355
1359943200,19365
1360029600,19365
1360116000,19384
1360202400,19398
1360288800,19398
1360375200,19409
1360461600,19411
1360548000,19411
1360634400,19424
1360720800,19424
1360807200,19437
1360893600,19441
1360980000,19441
1361070000,19457
1361156400,19470
1361242800,19486
1361329200,19495
1361415600,19495
1361502000,19515
1361588400,19515
1361674800,19525
1361761200,19537
1361847600,19543
1361934000,19541
1362020400,19545
