timestamp,Guru
1357178400,15446
1357264800,15446
1357351200,15454
1357437600,15459
1357524000,15459
1357610400,15470
1357696800,15470
1357783200,15480
1357869600,15491
1357956000,15497
1358042400,15497
1358128800,15491
1358215200,15511
1358301600,15511
1358388000,15516
1358474400,15532
1358560800,15532
1358647200,15555
1358733600,15561
1358820000,15561
1358906400,15561
1358992800,15572
1359079200,15581
1359165600,15581
1359252000,15594
1359338400,15601
1359424800,15601
1359511200,15580
1359597600,15575
1359684000,15575
1359770400,15576
1359856800,15576
1359943200,15588
1360029600,15588
1360116000,15603
1360202400,15616
1360288800,15616
1360375200,15632
1360461600,15634
1360548000,15634
1360634400,15639
1360720800,15639
1360807200,15657
1360893600,15667
1360980000,15667
1361070000,15669
1361156400,15676
1361242800,15681
1361329200,15694
1361415600,15694
1361502000,15701
1361588400,15701
1361674800,15711
1361761200,15715
1361847600,15719
1361934000,15731
1362020400,15732
