timestamp,Guru
1357178400,3153
1357264800,3153
1357351200,3155
1357437600,3154
1357524000,3154
1357610400,3156
1357696800,3156
1357783200,3151
1357869600,3152
1357956000,3155
1358042400,3155
1358128800,3157
1358215200,3157
1358301600,3157
1358388000,3161
1358474400,3159
1358560800,3159
1358647200,3157
1358733600,3158
1358820000,3158
1358906400,3158
1358992800,3162
1359079200,3164
1359165600,3164
1359252000,3162
1359338400,3161
1359424800,3161
1359511200,3163
1359597600,3165
1359684000,3165
1359770400,3168
1359856800,3168
1359943200,3173
1360029600,3173
1360116000,3172
1360202400,3174
1360288800,3174
1360375200,3172
1360461600,3172
1360548000,3172
1360634400,3172
1360720800,3172
1360807200,3171
1360893600,3167
1360980000,3167
1361070000,3161
1361156400,3161
1361242800,3162
1361329200,3164
1361415600,3164
1361502000,3163
1361588400,3163
1361674800,3162
1361761200,3160
1361847600,3158
1361934000,3155
1362020400,3155
