timestamp,Guru
1357178400,73103
1357264800,73103
1357351200,73083
1357437600,73109
1357524000,73109
1357610400,73166
1357696800,73166
1357783200,73190
1357869600,73227
1357956000,73243
1358042400,73243
1358128800,73265
1358215200,73293
1358301600,73293
1358388000,73342
1358474400,73359
1358560800,73359
1358647200,73362
1358733600,73402
1358820000,73402
1358906400,73402
1358992800,73465
1359079200,73497
1359165600,73497
1359252000,73502
1359338400,73545
1359424800,73545
1359511200,73604
1359597600,73612
1359684000,73612
1359770400,73641
1359856800,73641
1359943200,73675
1360029600,73675
1360116000,73742
1360202400,73763
1360288800,73763
1360375200,73786
1360461600,73783
1360548000,73783
1360634400,73817
1360720800,73817
1360807200,73853
1360893600,73886
1360980000,73886
1361070000,73907
1361156400,73941
1361242800,73985
1361329200,74016
1361415600,74016
1361502000,74033
1361588400,74033
1361674800,74069
1361761200,74097
1361847600,74126
1361934000,74164
1362020400,74171
