currentTime,Elance,lista
1351133492,500,30;500;500;1000
1351219877,500,500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000
1351306262,500,100;200;500;500;500;500;500;500;500;500;500;500;1000;1300;5000
1351392645,500,50;50;500;500;500;500;1000;5000;5000;10000
1351479130,500,20;20;20;40;50;500;500;500;500;500;500;1000;1000;5000;10000
1351565448,500,20;20;20;200;500;500;500;500;500;500;1000;5000;5000;5000;5000;5000;5000;10000
1351651822,1000,50;300;500;500;500;500;500;500;1000;1000;5000;5000;5000;5000;5000;5000;10000
1351738240,500,50;60;60;60;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
1351824659,500,60;200;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1351911048,2500,500;500;500;500;500;500;1000;1500;2500;2500;2500;2500;3000;3000;3500;5000;5000;5000
1351997395,1000,500;500;500;500;500;500;1000;5000;5000;5000;5000;5000;10000
1352083785,750,35;100;300;500;500;500;500;500;500;500;1000;1000;1000;5000;5000;5000;5000;5000;5000;5000
1352170285,500,30;100;100;300;500;500;500;500;500;500;500;500;600;1000;1000;1000;5000;5000;5000;5000
1352256576,500,40;60;100;150;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000;10000
1352343088,500,100;100;150;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;10000
1352429978,500,55;100;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000;5000
1352515839,500,40;55;150;500;500;500;500;500;500;500;500;500;5000;5000;5000;10000;10000
1352602792,500,150;300;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;5000
1352688553,500,50;100;500;500;500;500;1000;1000;1000;5000
1352774964,500,50;70;110;300;500;500;500;500;500;500;500;500;1000;1000;5000;5000;5000;5000;10000;10000
1352861433,500,20;25;150;300;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000;5000;10000;10000;10000
1352948355,500,20;25;50;150;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;5000;5000;10000
1353034754,500,20;20;50;200;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000;5000
1353120591,500,100;500;500;500;500;500;1000;10000
1353207541,500,100;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000
1353293404,500,60;200;450;500;500;500;500;500;500;500;1000;1000;5000;5000
1353380371,500,32;150;450;500;500;500;500;500;500;500;1000;1000;1000;5000;10000;10000;10000;150000
1353466760,500,250;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;5000;10000;10000;10000;150000
1353552555,500,30;30;40;40;50;50;500;500;500;500;500;500;500;500;500;500;500;500;500;1000
1353639599,500,50;150;500;500;500;500;500;500;500;500;500;500;500;500;750;1000;5000;10000
1353725390,1000,500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000;5000;5000;10000
1353812337,1000,500;500;500;500;500;1000;1000;1000;1000;1000;1000;5000;5000
1353898784,500,150;500;500;500;500;500;500;1000;1000;1000;5000;10000
1353985110,500,20;50;150;500;500;500;500;500;500;500;500;500;500;1000;2000;6000
1354071599,500,120;300;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;5000;5000;6000;10000
1354157922,500,75;80;300;300;300;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;5000;5000
1354244374,500,25;100;300;300;300;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000;10000;10000
1354330781,500,300;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;5000;5000;5000;5000
