currentTime,Elance,lista
1351133492,500,500;500
1351219877,500,500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;5000;10000;10000
1351306262,500,50;500;500;500;500;500;500;500;500;1000;3500;5000;10000
1351392645,500,50;500;500;500;500;3500
1351479130,500,200;500;500;500;500;500;1000;5000;10000
1351565448,500,50;100;100;100;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1351651822,500,50;500;500;500;500;500;500;500;500;500;500;1000
1351738240,500,50;75;500;500;500;500;500;5000
1351824659,500,145;500;500;500;500;500;500;500;500;500;500;5000
1351911048,500,20;70;100;500;500;500;500;500;500;1000;1000
1351997395,500,500;500;500;500;1000;5000
1352083785,500,90;100;250;500;500;500;500;500;500;500;500;500;500;500;1000
1352170285,500,90;100;250;500;500;500;500;500;500;500;500;500;1000;1000;1000
1352256576,500,20;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1352343088,500,180;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;10000
1352429978,500,150;180;500;500;500;500;500;500;500;500;500;500;500;1000;5000;10000;10000
1352515839,500,500;500;500;500;5000;5000
1352602792,750,500;500;500;500;1000;1000;5000;5000
1352688553,500,500;500;500;500;1000;1000;1000
1352774964,1000,500;500;500;500;500;1000;1000;1000;1000;1000;2000;10000
1352861433,500,50;120;250;500;500;500;500;500;1000;5000
1352948355,500,50;125;500;500;500;500;500;500;500;5000;10000;10000
1353034754,500,60;100;100;125;125;500;500;500;500;500;500;500;500;500;500;1000;1500;10000
1353120591,500,85;125;125;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;10000
1353207541,500,50;85;150;200;500;500;500;500;500;500;500;500;10000
1353293404,500,50;200;500;500;500;500;500;500;500;500;500;500;10000
1353380371,500,120;200;500;500;500;500;500;500;500;500;500;500;1000;10000
1353466760,500,100;100;120;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000
1353552555,500,75;100;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1353639599,500,40;75;200;500;500;500;500;500;500;500;500;500;5000
1353725390,500,50;80;200;500;500;500;500;500;500;500;500;5000;5000;100000
1353812337,500,30;80;500;500;500;500;500;500;500;5000
1353898784,500,30;359;500;500;500;500;500;500;1000
1353985110,500,50;200;350;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000
1354071599,500,75;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;10000
1354157922,500,20;100;200;500;500;500;500;500;500;500;500;500;500;500;1000;10000
1354244374,500,20;20;150;500;500;500;500;500;500;1000;1000;5000;5000;300000
1354330781,500,65;500;500;500;500;1000;1000;1000;1000
1354417193,500,220;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000
1354503567,500,25;50;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1354589905,500,25;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;300000
1354676333,500,20;120;200;500;500;500;500;500;500;500;500;1000;5000;5000
1354762683,500,120;500;500;500;500;500;500;500;500;500;500;500;1000;10000;20000
1354849120,500,100;500;500;500;500;500;500;500;500;500;500;500;1000;10000;10000;10000
1354935517,500,25;40;120;500;500;500;500;500;1000;1000;1000
1355021861,500,35;100;500;500;500;500;500;500;1000;1000;1000;5000
1355108265,500,70;200;500;500;500;500;500;500;500;1000;1000;1000
1355194699,500,100;175;200;500;500;500;500;500;500;500;500;500;1000;1000;2000;5000;5000;5000;10000
1355281098,500,25;30;43;75;300;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1355367548,500,43;300;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000
1355453949,500,125;500;500;500;500;500;500;1000;1000;1000;1000
1355540298,500,135;150;500;500;500;500;10000
1355626709,135,65;70;100;130;135;500;500;500;500
1355713086,500,70;100;120;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000;5000
1355799444,500,30;110;150;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000;5000;5000;5000;5000;10000
1355885974,500,50;60;500;500;500;500;500;1000;5000;5000;5000
1355972319,500,25;100;500;500;500;500;500;500;1000;1000;1000;1000;1000
1356058744,500,150;500;500;500;500;500;500;500;500;1000;1000
1356145073,500,150;500;500;500;500;500;500;1000;1000;1000
1356231442,500,500;500;500;500;500;500;1000;1000
1356317864,500,40;60;500;500;500;500;500;500;500;500;1000;1000;10000
1356404236,500,500;500;500;500;500;500;500;500;1000
1356490661,500,60;100;500;500;500;500;500;5000;5000
1356577048,500,100;200;500;500;500;500;500;500;999;1000;5000
1356663474,500,100;180;500;500;500;500;500;999;1000;1000;1000
1356749834,500,180;285;500;500;500;500;1000;5000
1356836276,500,500;500;500;5000;5000
1356922643,500,500;500;500;500;500;1000
1357008994,500,35;75;350;350;500;500;500;500;500;500;1000
1357095413,500,35;120;150;350;500;500;500;500;500;500;1000;1000
1357181860,500,50;100;500;500;500;500;500;500;500;500;500
1357268287,500,50;500;500;500;500;500;500;500;500;1000;5000;5000;10000
1357354597,500,50;500;500;500;500;500;500;500;1000;2600;5000;5000;10000
1357440981,500,40;75;500;500;500;500;500;500;700;1500;5000;10000
1357527594,500,40;100;500;500;500;500;500;500;700;900;1000;5000;5000;10000
1357565766,500,500;500;500;500;500;900;1000
1357872999,500,500;500;500;5000
1357959397,500,21;25;25;100;500;500;500;500;500;500;1000;5000
1358045733,500,25;100;150;500;500;500;500;500;500;500;500;500;1000;1000
1358132256,500,25;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;5000
1358218552,500,20;21;50;150;500;500;500;500;500;500;500;500;500;500;1000;1000
1358304989,500,60;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1358391454,500,40;200;500;500;500;500;1000;1000;1000;1000;10000
1358477840,500,40;150;300;500;500;500;500;500;500;500;1000;1000;1000;1000;5000;10000;10000;10000
1358564155,1000,50;300;500;500;500;500;1000;1000;1000;1000;5000;5000;10000;10000
1358650585,500,250;500;500;500;500;1000;10000
1358736964,500,250;500;500;500;500;1000;1000;1000;1000
1358823335,500,75;75;80;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
1358909781,500,40;75;180;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1358996104,500,25;40;495;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;3000;5000;5000;5000;48000
1359082521,500,35;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1359168958,500,60;500;500;500;500;500;500;500;500;1000;1000;1000;10000;10000
1359255316,500,100;500;500;500;500;500;500;1000;1000;2000;5000
1359341782,500,30;500;500;500;500;500;1000;1000;5000;5000;5000
1359428220,500,40;100;100;150;250;500;500;500;500;500;500;500;500;500;500;1000;1000;1000
1359514560,500,40;70;70;80;100;200;500;500;500;500;500;500;500;500;500;500;1000;5000;5000;5000
1359600963,500,20;50;80;500;500;500;500;500;500;500;1000;1000;1000
1359687347,500,25;50;50;70;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
