currentTime,Elance,lista
1351133492,500,50;500;500
1351219877,250,35;50;50;100;250;500;500;500;5000
1351306262,500,100;500;500;500;500;500;500;500;500;500;500;1000;5000
1351392645,500,40;150;500;500;500;500;500;500;500;500;500
1351479130,325,40;150;500;1000
1351565448,500,200;500;500;500;500;1000
1351651822,500,50;120;500;500;500;500;500;1000
1351738240,500,100;120;500;500;1000;1000;1000
1351824659,500,500;500;500;500;500;500;1000;1000;5000
1351911048,500,50;200;500;500;500;500;800;1000
1351997395,500,200;300;500;1000;5000
1352083785,500,150;250;300;500;500;500;1000;5000
1352170285,500,150;500;500;500;500;500
1352256576,500,500;500;500;500;500;500
1352343088,500,60;500;500;500;500;500;500;500;5000
1352429978,500,150;150;500;500;500;500;500;500;500;500;500;1000;1000;5000
1352515839,750,50;500;1000;1000
1352602792,500,50;500;500;500;500;500;500;750
1352688553,500,499;500;500;500;500;500;500;500;500;500;500;500;500;750;1000;1000;1000
1352774964,500,20;500;500;500;500;500;500;500;500;5000
1352861433,500,50;500;500;500;500;500;500;500;500;500;500;10000
1352948355,500,50;60;400;425;500;500;500;500;500;1000
1353034754,500,60;125;400;425;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000
1353120591,500,100;500;500;500;500;1000;1000;5000;5000
1353207541,500,100;500;500;3000
1353293404,225,25;30;150;300;500;1000
1353380371,500,30;75;150;500;500;500;500;500;1000
1353466760,500,25;100;150;500;500;500;500;500;500;500;500;500;500;500;500;1000
1353552555,500,150;500;500;500;500;500;500;1000;1000;1000
1353639599,500,100;250;500;500;500;500;500;800;800;1000
1353725390,375,60;100;150;250;500;500;800;800
1353812337,500,150;500;500;500;500;700
1353898784,500,500;500;500;500;500;500;500;700
1353985110,500,125;125;150;500;500;500;500;500
1354071599,500,45;125;250;500;500;500;500;500;500;500;500;1000;5000;5000;10000
1354157922,500,60;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;5000;10000
1354244374,500,500;500;500;500;500;500;500;1000;1000;1000;5000
1354330781,500,100;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1354417193,500,50;230;500;500;500;500;500;1000;1000;5000
1354503567,500,50;84;200;500;500;500;5000
1354589905,500,200;500;500;500;500;500;500;500;500;500;500;1000
1354676333,500,500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1354762683,500,40;250;500;500;500;500;500;5000
1354849120,500,40;100;500;500;500;500;500;500;500;500;500;500;500;800;1000;10000
1354935517,500,495;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1355021861,500,500;500;500;500;500;500;500;1000;1000
1355108265,500,425;500;500;500;500;500;500;500;500
1355194699,500,100;500;500;500;500;2000;5000
1355281098,500,50;100;100;110;500;500;500;500;500;500;500;500;500;500;500;600
1355367548,500,30;50;110;325;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;600;625
1355453949,500,55;125;200;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000
1355540298,500,80;100;500;500;500;500;500;1000
1355626709,500,100;500;500;500;500;10000;10000
1355713086,750,500;500;500;500;500;500;1000;2000;5000;10000;10000;10000
1355799444,500,500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000;5000
1355885974,500,230;300;450;500;500;500;500;500;500;500;500;500;500;1000;2500;10000
1355972319,500,40;100;100;230;450;500;500;500;500;500;500;500;500;500;500;5000;10000;10000
1356058744,500,100;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;5000
1356145073,500,500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;1000;1000
1356231442,500,200;500;500;500;500;500;500;500;1000;1000;1000
1356317864,500,100;100;200;500;500;500;1000
1356404236,500,500;500;500;500;500;500
1356490661,500,300;500;500;500;500;500;500;500;10000
1356577048,500,500;500;500;500;500;500;500;500;500;500;500;500;500
1356663474,500,50;500;500;500;500;500;500;500;500;500;500;1000;1000
1356749834,500,100;400;500;500;500;500;500;500;500;500;500;1000;1000
1356836276,500,50;100;100;400;500;500;500;500;500;500;500;500;1000
1356922643,500,100;100;150;150;300;500;500;500;500;500;500;500;500;1000
1357008994,125,100;125;125;125;125;125;150;500;500;1000
1357095413,2750,150;500;5000;5000
1357181860,500,500;500;500;500;500;500;500;500;500;500;500;500;800;1000
1357268287,500,150;150;150;200;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;5000
1357354597,500,20;50;200;495;500;500;500;500;500;500;500;500;500;1000;1000
1357440981,500,100;300;500;500;500;500;500;500;500;500;1000;1000
1357527594,500,100;225;300;500;500;500;500;500;500;500;500;500
1357565766,500,150;500;5000
1357872999,500,500;500;500;500;500;1000
1357959397,500,100;500;500;500;500;500;500;750;1000;1000
1358045733,500,100;500;500;750;1000
1358132256,500,100;500;500;500;500;500;500;500;500;500;1000
1358218552,500,20;100;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000
1358304989,500,500;500;500;500;500;500;500;500;500;10000
1358391454,500,500;500;500;500;500;500;500;500;500;500;1000;5000;10000
1358477840,500,500;500;500;500;500;1000
1358564155,500,200;500;500;500;500;500;500;500;1000
1358650585,500,200;500;500;500;500;500;500;500;500;500;500;500;5000
1358736964,500,50;500;500;500;500;500;500;500;500;5000
1358823335,500,50;100;500;500;500;500;500;700;1000
1358909781,500,100;300;500;500;500;500;500;500;500;500;1000;1000;5000
1358996104,500,500;500;500;500;500;500;500;1000;1000;5000
1359082521,500,75;220;500;500;500;500;500;500;500;500;600;1000;50000;50000
1359168958,500,75;500;500;500;500;500;500;600;1000;5000;10000;50000
1359255316,500,25;500;500;500;500;500
1359341782,500,25;50;500;500;500;500;500;500;500;1000;1000
1359428220,500,200;400;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000;10000
1359514560,500,250;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000
1359600963,500,250;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1359687347,750,500;500;500;1000;1000;1000
1359773771,500,50;500;500;500;500;500;500;1000;10000;10000
1359860195,500,500;500;500;500;500;500;500;500;500;5000
1359946477,500,20;100;500;500;500;500;1000;5000;10000
1360032959,500,500;500;500;500;500;500;500;1000;10000
1360119288,500,200;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000
1360205730,500,100;200;500;500;500;500;500;500;500;500;500;500;550;1000;1000;1000;5000
1360292194,500,100;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1360378504,500,120;500;500;500;500;500;500;500;5000
1360464885,500,100;120;500;500;500;5000;5000;5000
1360551281,500,100;500;500;500;500;500;500;500;500;5000;5000
1360637678,500,100;500;500;500;500;500;500;500;500;500;500;500;500;5000
1360724175,500,50;150;500;500;500;500;500;500;500;500;500;500;1000;1600
1360810583,500,30;50;120;150;300;300;500;500;500;500;500;500;500;500;500;1000;1000
1360896896,500,100;100;500;500;500;500;500;500;500;1000;1000;1000;1000
1360983338,500,100;500;500;500;500;500
1361069703,500,500;500;500;1000;1000
1361156033,500,230;500;500;500;500;500;500;500;1000
1361242518,500,100;200;225;230;500;500;500;500;500;500;500;500;1000
1361328832,500,50;225;500;500;500;500;500;500;500;500;500;500;500;500;1000;10000
1361415295,500,50;75;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;2000
1361501700,500,500;500;500;500;500;500;500;500;500;500;1000;5000
1361588189,500,500;500;500;500;500;500;500;500;500
1361674429,500,500;500;500;500;500;500;500;500;500;500
1361760928,500,38;100;500;500;500;500;500;500;500;500;500;500;1000
1361847303,500,30;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;2200;10000;10000
1361933625,500,42;50;52;500;500;500;500;500;500;500;500;500;500;1000
1362020018,500,40;45;45;500;500;500;500;500;500;500;500
1362095789,500,40;500;500;500;500;1000;1000
