timestamp,Elance
1351044000,35256
1351130400,35313
1351130400,35421
1351216800,35424
1351303200,35499
1351303200,35537
1351389600,35573
1351389600,35573
1351476000,35067
1351476000,35123
1351562400,35153
1351648800,35242
1351648800,35273
1351735200,35358
1351735200,35408
1351821600,35459
1351821600,35492
1351908000,35538
1351908000,35564
1351994400,35595
1351994400,35595
1352080800,35173
1352167200,35262
1352167200,35262
1352253600,35375
1352253600,35377
1352340000,35442
1352340000,35504
1352426400,35547
1352426400,35609
1352512800,35656
1352512800,35676
1352599200,35714
1352685600,35714
1352685600,35359
1352772000,35428
1352772000,35447
1352858400,35545
1352858400,35595
1352944800,35648
1352944800,35685
1353031200,35743
1353031200,35777
1353117600,35802
1353204000,35860
1353204000,35860
1353290400,35860
1353290400,35460
1353376800,35520
1353376800,35570
1353463200,35611
1353463200,35660
1353549600,35698
1353549600,35742
1353636000,35758
1353722400,35825
1353722400,35841
1353808800,35905
1353808800,35905
1353895200,35571
1353895200,35603
1353981600,35657
1353981600,35725
1354068000,35808
1354068000,35846
1354154400,35921
1354240800,36019
1354240800,36027
1354327200,36116
1354327200,36141
1354413600,36160
1354413600,36160
1354500000,36080
1354586400,36164
1354586400,36120
1354672800,36196
1354672800,36181
1354759200,36235
1354759200,36275
1354845600,36298
1354845600,36341
1354932000,36351
1354932000,36378
1355018400,36407
1355018400,36407
1355104800,35945
1355191200,36028
1355191200,36055
1355277600,36146
1355277600,36192
1355364000,36226
1355364000,36279
1355450400,36331
1355450400,36371
1355536800,36414
1355623200,36474
1355623200,36474
1355709600,36124
1355709600,36149
1355796000,36200
1355796000,36246
1355882400,36308
1355882400,36347
1355968800,36394
1356055200,36460
1356055200,36463
1356141600,36524
1356141600,36560
1356228000,36582
1356228000,36582
1356314400,36318
1356314400,36332
1356400800,36356
1356400800,36378
1356487200,36385
1356573600,36422
1356573600,36442
1356660000,36473
1356660000,36505
1356746400,36515
1356746400,36538
1356832800,36553
1356919200,36553
1356919200,36275
1357005600,36332
1357005600,36322
1357092000,36385
1357092000,36458
1357178400,36475
1357178400,36523
1357264800,36578
1357264800,36632
1357351200,36698
1357437600,36776
1357437600,36776
1357524000,36036
1357783200,36422
1357869600,36469
1357956000,36553
1357956000,36535
1358042400,36596
1358042400,36596
1358128800,36334
1358128800,36361
1358215200,36421
1358215200,36439
1358301600,36483
1358388000,36585
1358388000,36614
1358474400,36714
1358474400,36716
1358560800,36817
1358560800,36853
1358647200,36894
1358647200,36894
1358733600,36579
1358733600,36612
1358820000,36689
1358906400,36808
1358906400,36866
1358992800,36946
1358992800,36999
1359079200,37069
1359079200,37120
1359165600,37173
1359252000,37238
1359252000,37238
1359338400,36797
1359338400,36841
1359424800,36959
1359424800,37003
1359511200,37089
1359511200,37142
1359597600,37228
1359684000,37352
1359684000,37356
1359770400,37488
1359770400,37541
1359856800,37584
1359943200,37584
1359943200,37170
1360029600,37298
1360029600,37312
1360116000,37421
1360116000,37491
1360202400,37585
1360202400,37653
1360288800,37729
1360375200,37817
1360375200,37812
1360461600,37900
1360461600,37900
1360548000,37456
1360548000,37505
1360634400,37580
1360634400,37642
1360807200,37933
1360807200,37995
1360893600,38063
1360893600,38112
1360980000,38183
1361070000,38266
1361070000,38266
1361156400,38266
1361156400,37971
1361242800,38044
1361242800,38117
1361329200,38221
1361329200,38290
1361415600,38407
1361502000,38575
1361502000,38695
1361588400,38779
1361674800,38864
1361674800,38864
1361761200,38523
1361761200,38556
1361847600,38655
1361847600,38707
1361934000,38806
1362020400,38924
1362020400,38939
