timestamp,Elance
1351044000,4320
1351130400,4327
1351130400,4336
1351216800,4342
1351303200,4344
1351303200,4346
1351389600,4348
1351389600,4348
1351476000,4254
1351476000,4250
1351562400,4247
1351648800,4249
1351648800,4250
1351735200,4255
1351735200,4262
1351821600,4268
1351821600,4266
1351908000,4269
1351908000,4270
1351994400,4273
1351994400,4273
1352080800,4213
1352167200,4220
1352167200,4225
1352253600,4234
1352253600,4235
1352340000,4242
1352340000,4248
1352426400,4254
1352426400,4258
1352512800,4262
1352512800,4258
1352599200,4265
1352685600,4265
1352685600,4223
1352772000,4227
1352772000,4231
1352858400,4241
1352858400,4244
1352944800,4246
1352944800,4255
1353031200,4257
1353031200,4260
1353117600,4262
1353204000,4267
1353204000,4267
1353290400,4267
1353290400,4205
1353376800,4213
1353376800,4216
1353463200,4221
1353463200,4227
1353549600,4233
1353549600,4239
1353636000,4239
1353722400,4251
1353722400,4252
1353808800,4256
1353808800,4256
1353895200,4223
1353895200,4225
1353981600,4226
1353981600,4232
1354068000,4236
1354068000,4245
1354154400,4249
1354240800,4255
1354240800,4256
1354327200,4266
1354327200,4262
1354413600,4263
1354413600,4263
1354500000,4221
1354586400,4230
1354586400,4226
1354672800,4237
1354672800,4238
1354759200,4243
1354759200,4243
1354845600,4248
1354845600,4254
1354932000,4255
1354932000,4257
1355018400,4261
1355018400,4261
1355104800,4209
1355191200,4213
1355191200,4211
1355277600,4222
1355277600,4221
1355364000,4226
1355364000,4233
1355450400,4240
1355450400,4242
1355536800,4243
1355623200,4248
1355623200,4248
1355709600,4218
1355709600,4221
1355796000,4227
1355796000,4234
1355882400,4238
1355882400,4240
1355968800,4247
1356055200,4256
1356055200,4254
1356141600,4260
1356141600,4260
1356228000,4265
1356228000,4265
1356314400,4222
1356314400,4222
1356400800,4228
1356400800,4231
1356487200,4237
1356573600,4245
1356573600,4245
1356660000,4246
1356660000,4248
1356746400,4251
1356746400,4254
1356832800,4254
1356919200,4254
1356919200,4223
1357005600,4226
1357005600,4227
1357092000,4230
1357092000,4236
1357178400,4240
1357178400,4241
1357264800,4250
1357264800,4255
1357351200,4261
1357437600,4268
1357437600,4268
1357524000,4189
1357783200,4218
1357869600,4214
1357956000,4219
1357956000,4217
1358042400,4220
1358042400,4220
1358128800,4181
1358128800,4179
1358215200,4184
1358215200,4190
1358301600,4195
1358388000,4207
1358388000,4208
1358474400,4213
1358474400,4214
1358560800,4224
1358560800,4223
1358647200,4227
1358647200,4227
1358733600,4170
1358733600,4178
1358820000,4180
1358906400,4193
1358906400,4202
1358992800,4208
1358992800,4212
1359079200,4219
1359079200,4226
1359165600,4233
1359252000,4239
1359252000,4239
1359338400,4202
1359338400,4205
1359424800,4211
1359424800,4214
1359511200,4228
1359511200,4229
1359597600,4241
1359684000,4250
1359684000,4250
1359770400,4265
1359770400,4271
1359856800,4273
1359943200,4273
1359943200,4222
1360029600,4230
1360029600,4232
1360116000,4239
1360116000,4248
1360202400,4257
1360202400,4263
1360288800,4266
1360375200,4279
1360375200,4276
1360461600,4286
1360461600,4286
1360548000,4238
1360548000,4243
1360634400,4247
1360634400,4255
1360807200,4279
1360807200,4282
1360893600,4289
1360893600,4294
1360980000,4307
1361070000,4319
1361070000,4319
1361156400,4319
1361156400,4288
1361242800,4294
1361242800,4299
1361329200,4308
1361329200,4313
1361415600,4335
1361502000,4352
1361502000,4371
1361588400,4381
1361674800,4388
1361674800,4388
1361761200,4339
1361761200,4346
1361847600,4357
1361847600,4360
1361934000,4376
1362020400,4392
1362020400,4393
