timesTamp,Elance
1351114699,35256
1351164557,35313
1351214603,35421
1351264662,35424
1351327666,35499
1351374053,35537
1351420534,35573
1351466983,35573
1351513485,35067
1351560246,35123
1351606835,35153
1351653504,35242
1351700119,35273
1351747683,35358
1351794461,35408
1351841294,35459
1351888028,35492
1351934865,35538
1351981472,35564
1352028114,35595
1352074702,35595
1352121387,35173
1352168322,35262
1352215066,35262
1352261930,35375
1352308748,35377
1352355335,35442
1352402078,35504
1352448617,35547
1352495234,35609
1352541958,35656
1352593868,35676
1352640790,35714
1352687375,35714
1352734062,35359
1352780793,35428
1352827532,35447
1352874209,35545
1352925035,35595
1352971681,35648
1353018262,35685
1353065072,35743
1353111766,35777
1353158484,35802
1353204950,35860
1353251507,35860
1353297926,35860
1353344651,35460
1353391251,35520
1353438044,35570
1353484626,35611
1353531261,35660
1353578121,35698
1353628747,35742
1353684595,35758
1353731225,35825
1353778132,35841
1353824553,35905
1353870924,35905
1353917542,35571
1353964593,35603
1354011109,35657
1354057656,35725
1354104282,35808
1354150941,35846
1354197733,35921
1354244374,36019
1354291992,36027
1354339360,36116
1354386366,36141
1354433105,36160
1354479719,36160
1354526573,36080
1354587543,36164
1354636046,36120
1354682864,36196
1354729792,36181
1354776416,36235
1354823332,36275
1354870148,36298
1354916841,36341
1354963706,36351
1355010463,36378
1355057375,36407
1355104108,36407
1355150893,35945
1355197678,36028
1355244704,36055
1355291628,36146
1355338532,36192
1355385537,36226
1355432493,36279
1355479810,36331
1355526657,36371
1355590697,36414
1355640617,36474
1355687317,36474
1355734090,36124
1355780835,36149
1355827606,36200
1355874402,36246
1355921342,36308
1355968101,36347
1356015105,36394
1356061854,36460
1356108963,36463
1356155740,36524
1356202712,36560
1356249410,36582
1356295862,36582
1356342654,36318
1356389268,36332
1356435723,36356
1356482227,36378
1356529029,36385
1356591620,36422
1356642333,36442
1356689164,36473
1356735805,36505
1356782728,36515
1356829297,36538
1356875918,36553
1356922372,36553
1356969104,36275
1357015562,36332
1357062066,36322
1357108611,36385
1357155310,36458
1357202322,36475
1357248993,36523
1357295642,36578
1357342934,36632
1357389996,36698
1357438260,36776
1357484908,36776
1357547645,36036
1357863627,36422
1357910827,36469
1357958997,36553
1358005711,36535
1358052179,36596
1358100344,36596
1358148177,36334
1358194714,36361
1358243545,36421
1358291155,36439
1358338704,36483
1358388416,36585
1358435707,36614
1358484454,36714
1358531450,36716
1358579906,36817
1358627178,36853
1358673955,36894
1358722201,36894
1358769019,36579
1358815914,36612
1358862683,36689
1358915304,36808
1358976919,36866
1359024420,36946
1359071285,36999
1359118185,37069
1359165047,37120
1359211788,37173
1359258283,37238
1359304978,37238
1359351662,36797
1359398532,36841
1359456234,36959
1359502997,37003
1359549963,37089
1359596844,37142
1359644165,37228
1359690986,37352
1359737883,37356
1359784722,37488
1359831857,37541
1359896476,37584
1359943881,37584
1359990765,37170
1360037501,37298
1360086362,37312
1360141860,37421
1360188693,37491
1360235751,37585
1360282663,37653
1360329578,37729
1360376401,37817
1360423378,37812
1360470061,37900
1360516926,37900
1360563608,37456
1360610686,37505
1360658249,37580
1360708094,37642
1360829312,37933
1360876783,37995
1360925057,38063
1360973695,38112
1361022106,38183
1361070369,38266
1361118393,38266
1361166471,38266
1361215270,37971
1361263806,38044
1361312501,38117
1361361209,38221
1361410012,38290
1361458530,38407
1361521112,38575
1361580044,38695
1361632768,38779
1361680951,38864
1361729358,38864
1361778084,38523
1361827020,38556
1361876383,38655
1361926782,38707
1361976641,38806
1362026896,38924
1362084795,38939
