timesTamp,Elance
1351114699,17508
1351164557,17535
1351214603,17576
1351264662,17589
1351327666,17630
1351374053,17658
1351420534,17670
1351466983,17670
1351513485,17375
1351560246,17409
1351606835,17428
1351653504,17475
1351700119,17493
1351747683,17524
1351794461,17563
1351841294,17583
1351888028,17611
1351934865,17624
1351981472,17647
1352028114,17670
1352074702,17670
1352121387,17456
1352168322,17496
1352215066,17512
1352261930,17559
1352308748,17568
1352355335,17620
1352402078,17656
1352448617,17666
1352495234,17703
1352541958,17725
1352593868,17747
1352640790,17762
1352687375,17762
1352734062,17527
1352780793,17557
1352827532,17564
1352874209,17598
1352925035,17630
1352971681,17646
1353018262,17669
1353065072,17695
1353111766,17707
1353158484,17733
1353204950,17758
1353251507,17758
1353297926,17758
1353344651,17569
1353391251,17596
1353438044,17621
1353484626,17638
1353531261,17671
1353578121,17679
1353628747,17690
1353684595,17714
1353731225,17748
1353778132,17745
1353824553,17763
1353870924,17763
1353917542,17565
1353964593,17578
1354011109,17593
1354057656,17611
1354104282,17631
1354150941,17646
1354197733,17678
1354244374,17711
1354291992,17716
1354339360,17750
1354386366,17773
1354433105,17787
1354479719,17787
1354526573,17662
1354587543,17706
1354636046,17719
1354682864,17760
1354729792,17761
1354776416,17778
1354823332,17785
1354870148,17797
1354916841,17811
1354963706,17821
1355010463,17836
1355057375,17849
1355104108,17849
1355150893,17581
1355197678,17624
1355244704,17623
1355291628,17678
1355338532,17712
1355385537,17731
1355432493,17762
1355479810,17787
1355526657,17811
1355590697,17823
1355640617,17859
1355687317,17859
1355734090,17646
1355780835,17673
1355827606,17702
1355874402,17718
1355921342,17747
1355968101,17770
1356015105,17797
1356061854,17839
1356108963,17841
1356155740,17879
1356202712,17890
1356249410,17898
1356295862,17898
1356342654,17732
1356389268,17745
1356435723,17756
1356482227,17770
1356529029,17777
1356591620,17792
1356642333,17799
1356689164,17804
1356735805,17817
1356782728,17840
1356829297,17848
1356875918,17854
1356922372,17854
1356969104,17737
1357015562,17790
1357062066,17785
1357108611,17810
1357155310,17836
1357202322,17861
1357248993,17894
1357295642,17920
1357342934,17944
1357389996,17971
1357438260,18005
1357484908,18005
1357547645,17579
1357863627,17757
1357910827,17782
1357958997,17823
1358005711,17814
1358052179,17839
1358100344,17839
1358148177,17653
1358194714,17675
1358243545,17697
1358291155,17717
1358338704,17743
1358388416,17786
1358435707,17795
1358484454,17835
1358531450,17843
1358579906,17892
1358627178,17925
1358673955,17938
1358722201,17938
1358769019,17814
1358815914,17854
1358862683,17899
1358915304,17946
1358976919,17992
1359024420,18030
1359071285,18064
1359118185,18093
1359165047,18116
1359211788,18139
1359258283,18182
1359304978,18182
1359351662,18000
1359398532,18035
1359456234,18073
1359502997,18094
1359549963,18131
1359596844,18152
1359644165,18185
1359690986,18234
1359737883,18250
1359784722,18314
1359831857,18360
1359896476,18382
1359943881,18382
1359990765,18193
1360037501,18259
1360086362,18288
1360141860,18347
1360188693,18383
1360235751,18441
1360282663,18472
1360329578,18507
1360376401,18560
1360423378,18569
1360470061,18612
1360516926,18612
1360563608,18426
1360610686,18462
1360658249,18484
1360708094,18528
1360829312,18645
1360876783,18679
1360925057,18709
1360973695,18740
1361022106,18763
1361070369,18803
1361118393,18803
1361166471,18803
1361215270,18676
1361263806,18697
1361312501,18753
1361361209,18814
1361410012,18839
1361458530,18902
1361521112,18985
1361580044,19067
1361632768,19107
1361680951,19161
1361729358,19161
1361778084,18989
1361827020,19017
1361876383,19070
1361926782,19083
1361976641,19143
1362026896,19213
1362084795,19227
