timestamp,Elance
1351130400,3
1351216800,9
1351303200,13
1351389600,11
1351476000,4
1351562400,6
1351648800,8
1351735200,7
1351821600,9
1351908000,8
1351994400,5
1352080800,8
1352167200,6
1352253600,6
1352340000,9
1352426400,14
1352512800,4
1352599200,8
1352685600,17
1352772000,10
1352858400,12
1352944800,10
1353031200,17
1353117600,9
1353204000,4
1353290400,6
1353376800,9
1353463200,16
1353549600,10
1353636000,10
1353722400,8
1353808800,6
1353895200,8
1353981600,8
1354068000,15
1354154400,18
1354240800,11
1354327200,15
1354413600,10
1354500000,7
1354586400,12
1354672800,14
1354759200,8
1354845600,16
1354932000,15
1355018400,9
1355104800,9
1355191200,7
1355277600,16
1355364000,21
1355450400,16
1355536800,8
1355623200,7
1355709600,12
1355796000,15
1355882400,16
1355968800,18
1356055200,15
1356141600,18
1356228000,11
1356314400,7
1356400800,6
1356487200,9
1356573600,13
1356660000,13
1356746400,13
1356832800,13
1356919200,14
1357005600,10
1357092000,4
1357178400,14
1357264800,20
1357351200,15
1357437600,12
1357524000,12
1357524000,3
1357869600,6
1357956000,10
1358042400,5
1358128800,11
1358215200,16
1358301600,10
1358388000,13
1358474400,6
1358560800,9
1358647200,13
1358733600,10
1358820000,9
1358906400,13
1358992800,10
1359079200,14
1359165600,12
1359252000,6
1359338400,11
1359424800,19
1359511200,17
1359597600,14
1359684000,6
1359770400,10
1359856800,10
1359943200,9
1360029600,9
1360116000,14
1360202400,17
1360288800,18
1360375200,9
1360461600,8
1360548000,11
1360634400,14
1360720800,14
1360807200,17
1360893600,13
1360980000,6
1360980000,5
1361070000,9
1361156400,13
1361242800,16
1361329200,20
1361415600,12
1361502000,9
1361588400,10
1361674800,13
1361761200,20
1361847600,14
1361934000,11
1362020400,7
