timestamp,Elance
1351130400,4
1351216800,14
1351303200,15
1351389600,10
1351476000,15
1351562400,18
1351648800,17
1351735200,18
1351821600,15
1351908000,18
1351994400,13
1352080800,20
1352167200,20
1352253600,22
1352340000,19
1352426400,16
1352512800,17
1352599200,17
1352685600,10
1352772000,20
1352858400,25
1352944800,27
1353031200,21
1353117600,8
1353204000,16
1353290400,14
1353376800,18
1353463200,24
1353549600,20
1353636000,18
1353722400,19
1353808800,13
1353895200,12
1353981600,16
1354068000,22
1354154400,28
1354240800,28
1354327200,19
1354413600,20
1354500000,18
1354586400,28
1354672800,18
1354759200,21
1354845600,22
1354932000,17
1355018400,19
1355104800,17
1355191200,24
1355277600,30
1355364000,17
1355450400,12
1355536800,15
1355623200,16
1355709600,15
1355796000,13
1355882400,21
1355968800,21
1356055200,24
1356141600,21
1356228000,10
1356314400,16
1356400800,12
1356487200,11
1356573600,17
1356660000,12
1356746400,12
1356832800,13
1356919200,12
1357005600,13
1357092000,14
1357178400,23
1357264800,14
1357351200,15
1357437600,14
1357524000,19
1357524000,8
1357869600,3
1357956000,20
1358042400,11
1358128800,15
1358215200,25
1358301600,29
1358388000,25
1358474400,23
1358560800,16
1358647200,10
1358733600,18
1358820000,24
1358906400,15
1358992800,13
1359079200,23
1359165600,29
1359252000,15
1359338400,18
1359424800,19
1359511200,19
1359597600,21
1359684000,27
1359770400,24
1359856800,21
1359943200,15
1360029600,20
1360116000,18
1360202400,21
1360288800,16
1360375200,25
1360461600,21
1360548000,24
1360634400,19
1360720800,29
1360807200,20
1360893600,13
1360980000,23
1360980000,17
1361070000,18
1361156400,27
1361242800,24
1361329200,13
1361415600,21
1361502000,27
1361588400,22
1361674800,27
1361761200,32
1361847600,27
1361934000,31
1362020400,31
