timestamp,Guru,lista
1357264800,2625,250;5000
1357351200,2625,250;5000
1357437600,5000,5000
1357437600,0,NULL
1357696800,1500,250;250;500;2500;2500;5000
1357783200,2500,250;500;500;2500;2500;2500;5000
1357869600,500,250;250;250;500;500;2500;2500;2500;5000
1357869600,500,250;250;500;2500;5000
1358042400,375,250;250;500;2500
1358128800,250,250;250;2500
1358215200,1000,250;1000;2500
1358301600,250,250;250;250;1000
1358388000,375,250;250;250;250;500;500;1000;1000
1358474400,500,250;250;250;500;500;500;1000
1358474400,250,250;250;250;500;500
1358647200,500,250;250;500;500;500;500;1000
1358733600,500,250;250;500;500;1000
1358733600,500,250;500;500;500;1000
1358906400,250,250;250;250;250;250;500;500;1000
1358992800,250,250;250;250;250;250;250;500
1359079200,250,250;250;250;250;250;250;500;1000;1000
1359165600,250,250;250;250;250;250;500;500;1000;1000
1359252000,250,250;250;250;250;500;500;1000
1359252000,500,250;250;250;500;500;1000;2500
1359424800,250,250;250;250;500;2500
1359511200,250,250;250;2500
1359597600,250,250;250;250;250;500
1359684000,250,250;250;250;250;500;5000
1359770400,750,250;250;250;500;1000;2500;5000;10000
1359856800,3750,1000;2500;2500;5000;5000;10000
1359943200,1750,250;500;1000;2500;5000;10000
1360029600,500,250;250;250;500;1000;2500;5000
1360116000,250,250;250;250;250;250;250;250;500;5000
1360202400,250,250;250;250;250;250;250;250;250;500
1360288800,250,250;250;250;250;250;500
1360375200,375,250;250;250;500;5000;5000
1360461600,1000,250;250;1000;5000;5000
1360548000,750,250;250;500;1000;5000;5000
1360634400,1000,250;250;500;1000;2500;5000;5000
1360720800,750,250;250;500;500;1000;2500;5000;5000
1360807200,500,250;500;500;2500;5000
1360893600,500,250;250;500;500;1000;2500;5000
1360980000,750,250;250;500;500;1000;1000;2500;25000
1360980000,750,250;250;500;1000;2500;25000
1361070000,1000,250;250;500;1000;2500;2500;25000
1361156400,500,250;250;250;250;500;1000;2500;2500;25000
1361242800,375,250;250;250;250;250;250;500;2500;2500;2500;5000;25000
1361329200,250,250;250;250;250;250;2500;5000;25000
1361415600,250,250;250;250;250;500;2500;5000
1361502000,500,250;250;250;500;500;500;500;2500;5000
1361588400,500,250;250;500;500;500;500;2500;2500;5000
1361674800,1000,250;500;500;500;500;1000;1000;1000;2500;2500;5000
1361761200,500,250;250;250;500;500;500;500;500;500;1000;1000;1000;2500;2500;25000
1361847600,500,250;250;250;250;250;500;500;500;500;1000;1000;1000;1000;2500;2500;25000
1361934000,500,250;250;250;250;500;500;1000;2500;2500
1362020400,500,250;250;500;500;1000;1000;2500
