timestamp,Guru,lista
1357264800,2500,2500
1357351200,2500,250;500;2500;2500;10000
1357437600,1500,250;250;500;2500;2500;10000
1357437600,375,250;250;500;10000
1357696800,250,250;250;5000
1357783200,500,250;500;500;5000
1357869600,500,250;500;500
1357869600,500,250;500;500
1358042400,250,250
1358128800,1000,250;1000;25000
1358215200,13000,1000;25000
1358301600,1000,250;1000;25000
1358388000,250,250
1358474400,250,250;250;2500
1358474400,250,250;250;250;2500
1358647200,250,250;250;250;250;2500
1358733600,250,250;250;250
1358733600,250,250;250;250
1358906400,250,250;250;500
1358992800,250,250;250;500
1359079200,250,250;250;250;500;1000
1359165600,500,250;250;500;500;500;500;1000
1359252000,500,250;500;500;500;500;1000;10000
1359252000,500,250;250;500;500;500;10000
1359424800,500,250;250;500;500;500;500;10000
1359511200,1000,250;500;1000;2500;10000
1359597600,750,250;500;1000;2500
1359684000,1000,250;500;1000;1000;2500;5000
1359770400,1750,250;500;1000;2500;2500;5000
1359856800,2500,500;2500;2500;5000
1359943200,2500,2500;2500
1360029600,250,250;250;2500
1360116000,250,250;250;500
1360202400,500,500;500;10000
1360288800,2500,250;500;2500;2500;10000;25000
1360375200,2500,250;250;500;500;2500;2500;2500;10000;25000
1360461600,500,250;250;250;500;500;2500;2500;2500;25000
1360548000,500,250;250;250;250;500;500;2500;2500;25000
1360634400,250,250;250;250;250;250;250;250;500;500;2500;25000
1360720800,250,250;250;250;250;250;250;500
1360807200,250,250;250;250;250
1360893600,250,250;250;25000
1360980000,250,250;250;25000
1360980000,250,250;250
1361070000,250,250;250;250;25000
1361156400,250,250;250;250;250;500
1361242800,250,250;250;250;250;500;500
1361329200,500,250;250;500;500;1000
1361415600,375,250;250;500;1000
1361502000,1000,250;250;250;250;1000;1000;1000;1000;2500
1361588400,1000,250;250;250;1000;1000;1000;2500;2500
1361674800,1000,250;250;250;1000;1000;1000;2500;2500
1361761200,1000,250;250;1000;1000;2500
1361847600,0,NULL
1361934000,250,250;250;500
1362020400,375,250;250;500;1000
