timestamp,Guru
1357257697,3153
1357305173,3153
1357354830,3155
1357454615,3154
1357588956,3154
1357637988,3156
1357739818,3156
1357791252,3151
1357891925,3152
1357993753,3155
1358090627,3155
1358143273,3157
1358244113,3157
1358357301,3157
1358408920,3161
1358508848,3159
1358608298,3159
1358657485,3157
1358771575,3158
1358871616,3158
1358953840,3158
1359011608,3162
1359111266,3164
1359211024,3164
1359260484,3162
1359358090,3161
1359477790,3161
1359527483,3163
1359629373,3165
1359731975,3165
1359783367,3168
1359915007,3168
1359963227,3173
1360062708,3173
1360133083,3172
1360234291,3174
1360335167,3174
1360385422,3172
1360486974,3172
1360614980,3172
1360665087,3172
1360774950,3172
1360831068,3171
1360927872,3167
1361024566,3167
1361072784,3161
1361169460,3161
1361266631,3162
1361366450,3164
1361463515,3164
1361519874,3163
1361626855,3163
1361674966,3162
1361770532,3160
1361866963,3158
1361963979,3155
1362061458,3155
