timestamp,Guru
1357257697,50677
1357305173,50677
1357354830,50670
1357454615,50683
1357588956,50683
1357637988,50684
1357739818,50684
1357791252,50688
1357891925,50699
1357993753,50696
1358090627,50696
1358143273,50709
1358244113,50735
1358357301,50735
1358408920,50764
1358508848,50777
1358608298,50777
1358657485,50781
1358771575,50806
1358871616,50806
1358953840,50806
1359011608,50850
1359111266,50852
1359211024,50852
1359260484,50869
1359358090,50883
1359477790,50883
1359527483,50888
1359629373,50895
1359731975,50895
1359783367,50923
1359915007,50923
1359963227,50945
1360062708,50945
1360133083,50969
1360234291,50985
1360335167,50985
1360385422,50978
1360486974,50984
1360614980,50984
1360665087,51002
1360774950,51002
1360831068,51010
1360927872,51021
1361024566,51021
1361072784,51044
1361169460,51061
1361266631,51070
1361366450,51074
1361463515,51074
1361519874,51095
1361626855,51095
1361674966,51099
1361770532,51113
1361866963,51120
1361963979,51127
1362061458,51112
