timestamp,Guru
1357257697,158122
1357305173,158122
1357354830,158172
1357454615,158245
1357588956,158245
1357637988,158408
1357739818,158408
1357791252,158495
1357891925,158580
1357993753,158635
1358090627,158635
1358143273,158724
1358244113,158786
1358357301,158786
1358408920,158919
1358508848,158994
1358608298,158994
1358657485,159120
1358771575,159210
1358871616,159210
1358953840,159210
1359011608,159374
1359111266,159435
1359211024,159435
1359260484,159499
1359358090,159579
1359477790,159579
1359527483,159739
1359629373,159839
1359731975,159839
1359783367,159949
1359915007,159949
1359963227,160112
1360062708,160112
1360133083,160279
1360234291,160357
1360335167,160357
1360385422,160454
1360486974,160502
1360614980,160502
1360665087,160566
1360774950,160566
1360831068,160690
1360927872,160751
1361024566,160751
1361072784,160833
1361169460,160914
1361266631,160973
1361366450,161051
1361463515,161051
1361519874,161174
1361626855,161174
1361674966,161259
1361770532,161326
1361866963,161417
1361963979,161529
1362061458,161546
