timestamp,Guru
1357257697,15446
1357305173,15446
1357354830,15454
1357454615,15459
1357588956,15459
1357637988,15470
1357739818,15470
1357791252,15480
1357891925,15491
1357993753,15497
1358090627,15497
1358143273,15491
1358244113,15511
1358357301,15511
1358408920,15516
1358508848,15532
1358608298,15532
1358657485,15555
1358771575,15561
1358871616,15561
1358953840,15561
1359011608,15572
1359111266,15581
1359211024,15581
1359260484,15594
1359358090,15601
1359477790,15601
1359527483,15580
1359629373,15575
1359731975,15575
1359783367,15576
1359915007,15576
1359963227,15588
1360062708,15588
1360133083,15603
1360234291,15616
1360335167,15616
1360385422,15632
1360486974,15634
1360614980,15634
1360665087,15639
1360774950,15639
1360831068,15657
1360927872,15667
1361024566,15667
1361072784,15669
1361169460,15676
1361266631,15681
1361366450,15694
1361463515,15694
1361519874,15701
1361626855,15701
1361674966,15711
1361770532,15715
1361866963,15719
1361963979,15731
1362061458,15732
