timestamp,Guru
1357257697,22537
1357305173,22537
1357354830,22540
1357454615,22554
1357588956,22554
1357637988,22560
1357739818,22560
1357791252,22564
1357891925,22586
1357993753,22588
1358090627,22588
1358143273,22592
1358244113,22608
1358357301,22608
1358408920,22618
1358508848,22619
1358608298,22619
1358657485,22619
1358771575,22636
1358871616,22636
1358953840,22636
1359011608,22649
1359111266,22648
1359211024,22648
1359260484,22642
1359358090,22650
1359477790,22650
1359527483,22648
1359629373,22656
1359731975,22656
1359783367,22666
1359915007,22666
1359963227,22681
1360062708,22681
1360133083,22703
1360234291,22703
1360335167,22703
1360385422,22704
1360486974,22704
1360614980,22704
1360665087,22712
1360774950,22712
1360831068,22715
1360927872,22727
1361024566,22727
1361072784,22738
1361169460,22741
1361266631,22754
1361366450,22763
1361463515,22763
1361519874,22778
1361626855,22778
1361674966,22774
1361770532,22779
1361866963,22781
1361963979,22795
1362061458,22795
