timestamp,Guru
1357257697,3827
1357305173,3827
1357354830,3830
1357454615,3829
1357588956,3829
1357637988,3833
1357739818,3833
1357791252,3834
1357891925,3833
1357993753,3831
1358090627,3831
1358143273,3835
1358244113,3837
1358357301,3837
1358408920,3841
1358508848,3842
1358608298,3842
1358657485,3845
1358771575,3852
1358871616,3852
1358953840,3852
1359011608,3860
1359111266,3858
1359211024,3858
1359260484,3864
1359358090,3867
1359477790,3867
1359527483,3867
1359629373,3873
1359731975,3873
1359783367,3874
1359915007,3874
1359963227,3880
1360062708,3880
1360133083,3877
1360234291,3880
1360335167,3880
1360385422,3879
1360486974,3879
1360614980,3879
1360665087,3881
1360774950,3881
1360831068,3881
1360927872,3880
1361024566,3880
1361072784,3882
1361169460,3882
1361266631,3878
1361366450,3880
1361463515,3880
1361519874,3882
1361626855,3882
1361674966,3879
1361770532,3882
1361866963,3887
1361963979,3885
1362061458,3888
