timestamp,Guru
1357257697,19096
1357305173,19096
1357354830,19113
1357454615,19131
1357588956,19131
1357637988,19149
1357739818,19149
1357791252,19156
1357891925,19167
1357993753,19174
1358090627,19174
1358143273,19180
1358244113,19194
1358357301,19194
1358408920,19226
1358508848,19230
1358608298,19230
1358657485,19254
1358771575,19254
1358871616,19254
1358953840,19254
1359011608,19278
1359111266,19296
1359211024,19296
1359260484,19307
1359358090,19319
1359477790,19319
1359527483,19337
1359629373,19346
1359731975,19346
1359783367,19355
1359915007,19355
1359963227,19365
1360062708,19365
1360133083,19384
1360234291,19398
1360335167,19398
1360385422,19409
1360486974,19411
1360614980,19411
1360665087,19424
1360774950,19424
1360831068,19437
1360927872,19441
1361024566,19441
1361072784,19457
1361169460,19470
1361266631,19486
1361366450,19495
1361463515,19495
1361519874,19515
1361626855,19515
1361674966,19525
1361770532,19537
1361866963,19543
1361963979,19541
1362061458,19545
