timestamp,Elance,lista
1351130400,500,500;500
1351216800,500,500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;5000;10000;10000
1351303200,500,50;500;500;500;500;500;500;500;500;1000;3500;5000;10000
1351389600,500,50;500;500;500;500;3500
1351476000,500,200;500;500;500;500;500;1000;5000;10000
1351562400,500,50;100;100;100;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1351648800,500,50;500;500;500;500;500;500;500;500;500;500;1000
1351735200,500,50;75;500;500;500;500;500;5000
1351821600,500,145;500;500;500;500;500;500;500;500;500;500;5000
1351908000,500,20;70;100;500;500;500;500;500;500;1000;1000
1351994400,500,500;500;500;500;1000;5000
1352080800,500,90;100;250;500;500;500;500;500;500;500;500;500;500;500;1000
1352167200,500,90;100;250;500;500;500;500;500;500;500;500;500;1000;1000;1000
1352253600,500,20;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1352340000,500,180;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;10000
1352426400,500,150;180;500;500;500;500;500;500;500;500;500;500;500;1000;5000;10000;10000
1352512800,500,500;500;500;500;5000;5000
1352599200,750,500;500;500;500;1000;1000;5000;5000
1352685600,500,500;500;500;500;1000;1000;1000
1352772000,1000,500;500;500;500;500;1000;1000;1000;1000;1000;2000;10000
1352858400,500,50;120;250;500;500;500;500;500;1000;5000
1352944800,500,50;125;500;500;500;500;500;500;500;5000;10000;10000
1353031200,500,60;100;100;125;125;500;500;500;500;500;500;500;500;500;500;1000;1500;10000
1353117600,500,85;125;125;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;10000
1353204000,500,50;85;150;200;500;500;500;500;500;500;500;500;10000
1353290400,500,50;200;500;500;500;500;500;500;500;500;500;500;10000
1353376800,500,120;200;500;500;500;500;500;500;500;500;500;500;1000;10000
1353463200,500,100;100;120;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000
1353549600,500,75;100;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1353636000,500,40;75;200;500;500;500;500;500;500;500;500;500;5000
1353722400,500,50;80;200;500;500;500;500;500;500;500;500;5000;5000;100000
1353808800,500,30;80;500;500;500;500;500;500;500;5000
1353895200,500,30;359;500;500;500;500;500;500;1000
1353981600,500,50;200;350;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000
1354068000,500,75;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;10000
1354154400,500,20;100;200;500;500;500;500;500;500;500;500;500;500;500;1000;10000
1354240800,500,20;20;150;500;500;500;500;500;500;1000;1000;5000;5000;300000
1354327200,500,65;500;500;500;500;1000;1000;1000;1000
1354413600,500,220;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000;5000
1354500000,500,25;50;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1354586400,500,25;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;300000
1354672800,500,20;120;200;500;500;500;500;500;500;500;500;1000;5000;5000
1354759200,500,120;500;500;500;500;500;500;500;500;500;500;500;1000;10000;20000
1354845600,500,100;500;500;500;500;500;500;500;500;500;500;500;1000;10000;10000;10000
1354932000,500,25;40;120;500;500;500;500;500;1000;1000;1000
1355018400,500,35;100;500;500;500;500;500;500;1000;1000;1000;5000
1355104800,500,70;200;500;500;500;500;500;500;500;1000;1000;1000
1355191200,500,100;175;200;500;500;500;500;500;500;500;500;500;1000;1000;2000;5000;5000;5000;10000
1355277600,500,25;30;43;75;300;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1355364000,500,43;300;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000
1355450400,500,125;500;500;500;500;500;500;1000;1000;1000;1000
1355536800,500,135;150;500;500;500;500;10000
1355623200,135,65;70;100;130;135;500;500;500;500
1355709600,500,70;100;120;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000;5000
1355796000,500,30;110;150;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;2000;5000;5000;5000;5000;10000
1355882400,500,50;60;500;500;500;500;500;1000;5000;5000;5000
1355968800,500,25;100;500;500;500;500;500;500;1000;1000;1000;1000;1000
1356055200,500,150;500;500;500;500;500;500;500;500;1000;1000
1356141600,500,150;500;500;500;500;500;500;1000;1000;1000
1356228000,500,500;500;500;500;500;500;1000;1000
1356314400,500,40;60;500;500;500;500;500;500;500;500;1000;1000;10000
1356400800,500,500;500;500;500;500;500;500;500;1000
1356487200,500,60;100;500;500;500;500;500;5000;5000
1356573600,500,100;200;500;500;500;500;500;500;999;1000;5000
1356660000,500,100;180;500;500;500;500;500;999;1000;1000;1000
1356746400,500,180;285;500;500;500;500;1000;5000
1356832800,500,500;500;500;5000;5000
1356919200,500,500;500;500;500;500;1000
1357005600,500,35;75;350;350;500;500;500;500;500;500;1000
1357092000,500,35;120;150;350;500;500;500;500;500;500;1000;1000
1357178400,500,50;100;500;500;500;500;500;500;500;500;500
1357264800,500,50;500;500;500;500;500;500;500;500;1000;5000;5000;10000
1357351200,500,50;500;500;500;500;500;500;500;1000;2600;5000;5000;10000
1357437600,500,40;75;500;500;500;500;500;500;700;1500;5000;10000
1357524000,500,40;100;500;500;500;500;500;500;700;900;1000;5000;5000;10000
1357524000,500,500;500;500;500;500;900;1000
1357869600,500,500;500;500;5000
1357956000,500,21;25;25;100;500;500;500;500;500;500;1000;5000
1358042400,500,25;100;150;500;500;500;500;500;500;500;500;500;1000;1000
1358128800,500,25;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;5000
1358215200,500,20;21;50;150;500;500;500;500;500;500;500;500;500;500;1000;1000
1358301600,500,60;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000
1358388000,500,40;200;500;500;500;500;1000;1000;1000;1000;10000
1358474400,500,40;150;300;500;500;500;500;500;500;500;1000;1000;1000;1000;5000;10000;10000;10000
1358560800,1000,50;300;500;500;500;500;1000;1000;1000;1000;5000;5000;10000;10000
1358647200,500,250;500;500;500;500;1000;10000
1358733600,500,250;500;500;500;500;1000;1000;1000;1000
1358820000,500,75;75;80;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
1358906400,500,40;75;180;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1358992800,500,25;40;495;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;3000;5000;5000;5000;48000
1359079200,500,35;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000
1359165600,500,60;500;500;500;500;500;500;500;500;1000;1000;1000;10000;10000
1359252000,500,100;500;500;500;500;500;500;1000;1000;2000;5000
1359338400,500,30;500;500;500;500;500;1000;1000;5000;5000;5000
1359424800,500,40;100;100;150;250;500;500;500;500;500;500;500;500;500;500;1000;1000;1000
1359511200,500,40;70;70;80;100;200;500;500;500;500;500;500;500;500;500;500;1000;5000;5000;5000
1359597600,500,20;50;80;500;500;500;500;500;500;500;1000;1000;1000
1359684000,500,25;50;50;70;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
1359770400,500,25;30;50;50;75;100;500;500;500;500;500;500;1000;1000;5000;10000;100000
1359856800,500,500;500;500;500;500;500;500;1000;1000;1000;100000
1359943200,500,20;20;25;25;500;500;500;500;500;500;500;1000;10000
1360029600,500,20;23;25;50;50;500;500;500;500;500;500;500;1000;1000;1000;10000
1360116000,500,20;25;50;50;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000;10000
1360202400,500,200;500;500;500;500;500;500;500;500;500;500;500;800;1000;10000;10000
1360288800,500,50;200;200;200;500;500;500;500;500;500;500;500;500;500;500;700;800;1000;1000;1000;5000;5000;10000;10000
1360375200,500,50;500;500;500;500;500;500;500;500;500;500;1000;10000
1360461600,500,500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000
1360548000,500,50;50;50;100;200;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;5000;5000
1360634400,500,30;75;80;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000
1360720800,500,500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;5000;10000
1360807200,500,250;500;500;500;500;500;500;500;500;500;500;500;1000;10000;10000
1360893600,500,30;100;500;500;500;500;500;500;500;500;500
1360980000,500,30;45;50;50;80;100;125;130;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;25000
1360980000,315,35;45;50;50;60;80;100;125;130;500;500;500;500;500;500;500;500;25000
1361070000,500,500;500;500;500;500;500;500;500;500;500;500;500;1000;10000
1361156400,500,500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000
1361242800,500,30;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;5000;10000;10000
1361329200,500,125;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000
1361415600,500,20;50;100;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000
1361502000,500,150;200;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;10000
1361588400,500,50;60;100;130;130;150;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;10000
1361674800,500,50;100;250;500;500;500;500;500;500;500;500;500;500;500;1000;5000;5000
1361761200,500,100;500;500;500;500;500;500;500;500;500;500;500;1000;1000;5000;5000;5000
1361847600,500,250;275;350;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;5000;5000;5000
1361934000,500,40;50;80;350;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1000;1000;1000;1000;1000;5000
1362020400,500,150;500;500;500;500;500;500;500;500;500;500;500;500;5000;5000;5000
